electrode_name,region,label_id,distance_mm,method,x_mm,y_mm,z_mm,x_voxel,y_voxel,z_voxel
ST1,ctx-lh-parahippocampal,1016,1.0392296,nearest-neighbor,-20.631,-18.923,-44.242,228,180,104
ST2,ctx-lh-parahippocampal,1016,2.399998,nearest-neighbor,-21.631,-10.923,-50.242,215,170,102
ST3,ctx-lh-entorhinal,1006,2.6153371,nearest-neighbor,-23.631,-2.923,-53.242,202,165,99
ST4,ctx-lh-entorhinal,1006,4.1999965,nearest-neighbor,-27.631,5.077,-54.242,188,163,92
ST5,ctx-lh-superiortemporal,1030,4.8373504,nearest-neighbor,-31.631,12.077,-56.242,177,160,86
ST6,ctx-lh-inferiortemporal,1009,1.3416396,nearest-neighbor,-37.631,15.077,-59.242,172,155,76
ST7,ctx-lh-inferiortemporal,1009,4.8373504,nearest-neighbor,-35.631,17.077,-56.242,168,160,79
ST8,ctx-lh-lateralorbitofrontal,1012,0.5999995,nearest-neighbor,-35.631,31.077,-43.242,145,182,79
iH1,ctx-lh-superiorfrontal,1028,0.0,direct,-20.631,23.077,33.758,158,310,104
iH2,ctx-lh-superiorfrontal,1028,1.3416396,nearest-neighbor,-10.631,17.077,38.758,168,318,121
iH3,ctx-lh-superiorfrontal,1028,1.897365,nearest-neighbor,-6.631,8.077,35.758,183,313,127
iH4,ctx-rh-superiorfrontal,2028,2.4738612,nearest-neighbor,-5.631,-0.923,30.758,198,305,129
iH5,ctx-lh-superiorfrontal,1028,2.2449925,nearest-neighbor,-4.631,-8.923,25.758,212,297,131
iH6,ctx-lh-superiorfrontal,1028,0.5999995,nearest-neighbor,-5.631,-15.923,18.758,223,285,129
iH7,ctx-lh-posteriorcingulate,1023,1.199999,nearest-neighbor,-5.631,-23.923,12.758,237,275,129
iH8,ctx-rh-posteriorcingulate,2023,1.3416396,nearest-neighbor,-5.631,-31.923,6.758,250,265,129
Di1,ctx-lh-insula,1035,0.5999995,nearest-neighbor,-31.561,20.965,-18.181,162,223,86
Di2,ctx-lh-parsopercularis,1018,0.0,direct,-32.929,22.846,-13.551,159,231,84
Di3,Left-Cerebral-White-Matter,2,0.0,direct,-34.419,24.775,-9.133,156,239,81
Di4,Left-Cerebral-White-Matter,2,0.0,direct,-36.009,26.539,-4.814,153,246,79
Di5,Left-Cerebral-White-Matter,2,0.0,direct,-37.872,28.016,-0.099,150,254,75
Di6,Left-Cerebral-White-Matter,2,0.0,direct,-40.109,28.985,4.177,148,261,72
Di7,Left-Cerebral-White-Matter,2,0.0,direct,-42.473,28.923,8.695,149,268,68
Di8,ctx-lh-parsopercularis,1018,0.0,direct,-45.057,27.352,12.648,151,275,63
Ds1,Left-Caudate,11,0.0,direct,-14.745,19.229,-7.148,165,242,114
Ds2,WM-hypointensities,77,0.0,direct,-17.629,21.094,-3.137,162,249,109
Ds3,Left-Cerebral-White-Matter,2,0.0,direct,-20.662,22.956,0.658,159,255,104
Ds4,Left-Cerebral-White-Matter,2,0.0,direct,-24.048,24.648,4.04,156,260,98
Ds5,ctx-lh-rostralmiddlefrontal,1027,0.0,direct,-27.464,25.93,7.354,154,266,93
Ds6,ctx-lh-rostralmiddlefrontal,1027,1.199999,nearest-neighbor,-31.348,27.018,10.647,152,271,86
Ds7,ctx-lh-rostralmiddlefrontal,1027,0.0,direct,-35.747,27.39,13.523,151,276,79
Ds8,ctx-lh-rostralmiddlefrontal,1027,0.8485274,nearest-neighbor,-40.35,26.991,16.023,152,280,71
