electrode_name,region,label_id,distance_mm,method,x_mm,y_mm,z_mm,x_voxel,y_voxel,z_voxel
T58,ctx-lh-superiortemporal,1030,1.4142135,nearest-neighbor,-62.259,-25.207,20.666,147,122,174
T59,ctx-lh-supramarginal,1031,3.3166249,nearest-neighbor,-62.259,-16.207,21.666,147,131,175
T60,ctx-lh-postcentral,1022,1.7320508,nearest-neighbor,-62.259,-7.207,24.666,147,140,178
T61,ctx-lh-postcentral,1022,2.0,nearest-neighbor,-60.259,2.793,28.666,145,150,182
T62,ctx-lh-precentral,1024,1.7320508,nearest-neighbor,-56.259,12.793,30.666,141,160,184
T63,ctx-lh-precentral,1024,2.828427,nearest-neighbor,-51.259,20.793,34.666,136,168,188
T64,ctx-lh-caudalmiddlefrontal,1003,1.0,nearest-neighbor,-45.259,29.793,36.666,130,177,190
C01,ctx-lh-supramarginal,1031,2.236068,nearest-neighbor,-59.259,-36.207,28.666,144,111,182
C02,ctx-lh-supramarginal,1031,2.828427,nearest-neighbor,-59.259,-26.207,30.666,144,121,184
C03,ctx-lh-supramarginal,1031,1.7320508,nearest-neighbor,-60.259,-16.207,33.666,145,131,187
C04,ctx-lh-supramarginal,1031,2.236068,nearest-neighbor,-57.259,-6.207,36.666,142,141,190
C05,ctx-lh-postcentral,1022,1.0,nearest-neighbor,-54.259,3.793,38.666,139,151,192
C06,ctx-lh-precentral,1024,1.4142135,nearest-neighbor,-49.259,11.793,40.666,134,159,194
C07,ctx-lh-caudalmiddlefrontal,1003,1.7320508,nearest-neighbor,-44.259,20.793,42.666,129,168,196
C08,ctx-lh-caudalmiddlefrontal,1003,0.0,direct,-37.259,27.793,45.666,122,175,199
IH1,ctx-lh-lateralorbitofrontal,1012,2.0,nearest-neighbor,-13.259,67.793,-13.334,98,215,140
IH2,ctx-lh-medialorbitofrontal,1014,2.0,nearest-neighbor,-9.259,72.793,-6.334,94,220,147
IH3,ctx-lh-superiorfrontal,1028,0.0,direct,-5.259,70.793,1.666,90,218,155
IH4,ctx-lh-superiorfrontal,1028,1.4142135,nearest-neighbor,-2.259,65.793,10.666,87,213,164
IH5,ctx-lh-superiorfrontal,1028,1.4142135,nearest-neighbor,-0.259,61.793,19.666,85,209,173
IH6,ctx-lh-superiorfrontal,1028,1.7320508,nearest-neighbor,-0.259,56.793,27.666,85,204,181
IH7,ctx-lh-superiorfrontal,1028,2.4494898,nearest-neighbor,1.741,50.793,35.666,83,198,189
IH8,ctx-lh-superiorfrontal,1028,2.236068,nearest-neighbor,-1.259,44.793,44.666,86,192,198
