electrode_name,region,label_id,distance_mm,method,x_mm,y_mm,z_mm,x_voxel,y_voxel,z_voxel
Oc51,ctx-rh-lateraloccipital,2011,2.236068,nearest-neighbor,26.959,-76.825,14.767,60,62,171
Oc52,ctx-rh-lateraloccipital,2011,2.236068,nearest-neighbor,32.959,-71.825,16.767,54,67,173
Oc53,ctx-rh-inferiorparietal,2008,2.236068,nearest-neighbor,41.959,-63.825,17.767,45,75,174
Oc54,ctx-rh-inferiorparietal,2008,1.7320508,nearest-neighbor,47.959,-56.825,18.767,39,82,175
Oc55,ctx-rh-inferiorparietal,2008,1.0,nearest-neighbor,52.959,-48.825,18.767,34,90,175
Oc56,ctx-rh-inferiorparietal,2008,2.0,nearest-neighbor,58.959,-38.825,20.767,28,100,177
Oc57,ctx-rh-lateraloccipital,2011,2.0,nearest-neighbor,10.959,-86.825,0.767,76,52,157
Oc58,ctx-rh-lateraloccipital,2011,1.4142135,nearest-neighbor,20.959,-82.825,3.767,66,56,160
Oc59,ctx-rh-lateraloccipital,2011,1.7320508,nearest-neighbor,28.959,-77.825,5.767,58,61,162
Oc60,ctx-rh-lateraloccipital,2011,2.236068,nearest-neighbor,35.959,-70.825,7.767,51,68,164
Oc61,ctx-rh-inferiorparietal,2008,3.0,nearest-neighbor,42.959,-63.825,8.767,44,75,165
Oc62,ctx-rh-lateraloccipital,2011,2.236068,nearest-neighbor,48.959,-55.825,9.767,38,83,166
Oc63,ctx-rh-lateraloccipital,2011,1.4142135,nearest-neighbor,52.959,-47.825,9.767,34,91,166
Oc64,ctx-rh-middletemporal,2015,3.0,nearest-neighbor,57.959,-38.825,10.767,29,100,167
vT1,ctx-rh-parahippocampal,2016,0.0,direct,24.041,-7.825,-7.233,63,131,149
vT2,Right-Hippocampus,53,0.0,direct,23.041,1.175,-9.233,64,140,147
vT3,Right-Hippocampus,53,0.0,direct,22.041,11.175,-10.233,65,150,146
vT4,Right-Amygdala,54,0.0,direct,20.041,20.175,-11.233,67,159,145
vT5,ctx-rh-inferiortemporal,2009,2.236068,nearest-neighbor,20.959,37.175,-20.233,66,176,136
vT6,ctx-rh-superiortemporal,2030,0.0,direct,24.959,45.175,-14.233,62,184,142
vT7,ctx-rh-superiortemporal,2030,1.0,nearest-neighbor,32.959,47.175,-6.233,54,186,150
vT8,ctx-rh-superiortemporal,2030,2.0,nearest-neighbor,39.959,45.175,-0.233,47,184,156
aT1,Left-VentralDC,28,2.0,nearest-neighbor,-4.959,15.175,0.767,92,154,157
aT2,Right-VentralDC,60,2.4494898,nearest-neighbor,4.041,18.175,-1.233,83,157,155
aT3,Right-Amygdala,54,1.0,nearest-neighbor,13.041,21.175,-5.233,74,160,151
aT4,Right-Cerebral-White-Matter,41,0.0,direct,21.041,23.175,-11.233,66,162,145
aT5,ctx-rh-inferiortemporal,2009,1.4142135,nearest-neighbor,24.959,32.175,-24.233,62,171,132
aT6,ctx-rh-inferiortemporal,2009,1.0,nearest-neighbor,36.959,31.175,-24.233,50,170,132
aT7,ctx-rh-middletemporal,2015,0.0,direct,43.959,33.175,-20.233,43,172,136
aT8,ctx-rh-middletemporal,2015,0.0,direct,51.959,33.175,-10.233,35,172,146
sTv1,ctx-rh-medialorbitofrontal,2014,3.6055512,nearest-neighbor,3.041,25.175,-3.233,84,164,153
sTv2,Right-Amygdala,54,1.4142135,nearest-neighbor,11.041,20.175,-4.233,76,159,152
sTv3,Right-Amygdala,54,0.0,direct,19.041,17.175,-11.233,68,156,145
sTv4,ctx-rh-fusiform,2007,2.4494898,nearest-neighbor,25.959,7.175,-24.233,61,146,132
sTv5,ctx-rh-fusiform,2007,2.0,nearest-neighbor,36.959,8.175,-24.233,50,147,132
sTv6,ctx-rh-inferiortemporal,2009,1.0,nearest-neighbor,46.959,8.175,-22.233,40,147,134
sTv7,ctx-rh-inferiortemporal,2009,0.0,direct,56.959,14.175,-15.233,30,153,141
sTv8,ctx-rh-middletemporal,2015,1.0,nearest-neighbor,58.959,19.175,-7.233,28,158,149
sTa1,Right-Cerebral-White-Matter,41,0.0,direct,35.041,-29.825,-11.233,52,109,145
sTa2,Right-Cerebral-White-Matter,41,0.0,direct,46.041,-28.825,-13.233,41,110,143
sTa3,ctx-rh-middletemporal,2015,1.4142135,nearest-neighbor,56.959,-27.825,-11.233,30,111,145
sTa4,ctx-rh-middletemporal,2015,1.4142135,nearest-neighbor,60.959,-24.825,-2.233,26,114,154
sTa5,Right-Cerebral-White-Matter,41,0.0,direct,35.041,-19.825,-11.233,52,119,145
sTa6,ctx-rh-inferiortemporal,2009,0.0,direct,45.041,-18.825,-14.233,42,120,142
sTa7,ctx-rh-inferiortemporal,2009,1.4142135,nearest-neighbor,56.959,-17.825,-14.233,30,121,142
sTa8,ctx-rh-middletemporal,2015,1.0,nearest-neighbor,61.959,-14.825,-6.233,25,124,150
